sentence,sentence_id,cue_span,scope_span,target
"PGG-glucan, a soluble beta-(1,3)-glucan, enhances the oxidative burst response, microbicidal activity, and activates an NF-kappa B-like factor in human PMN: evidence for a glycosphingolipid beta-(1,3)-glucan receptor.",10102791,NaN,NaN,0
"Furthermore, 1 alpha,25-(OH)2D3 induced 24-hydroxylase mRNA expression and metabolic activity in both U937 cells and lectin-activated T cells, yet failed to induce 24-hydroxylase mRNA or its metabolic activity in B cells.",8175775/X865.7.1,"[(147, 153)]","[147, 220]",1
IL-2 production by CsA-treated cells is therefore dramatically reduced.,8631809,NaN,NaN,0
The minimal region of the human tumor necrosis factor alpha ( TNF-alpha ) gene promoter necessary for its transcriptional induction by phorbol esters (PMA) in human T and B lymphocyte cell lines has been localized between -52 and +89 nucleotides (nt) relative to the gene 's transcriptional start site.,2056282,NaN,NaN,0
"Furthermore, while PMA activation was inhibited by the PKC inhibitor staurosporin, the TNF alpha effect was unchanged.",1653056,NaN,NaN,0
"Although bacterial lipopolysaccharides (LPS) and several other microbial agonists can bind to mCD14 (membrane CD14), a cell-surface receptor found principally on monocytes and neutrophils, host-derived mCD14 ligands are poorly defined.",9733716,NaN,NaN,0
"Our results indicate that human allergen-specific Th cells with strongly polarized Th2 cytokine profiles do not respond to IL-12 and , therefore , can not be induced to produce IFN-gamma.",8906805/X448.10.1,"[(147, 154)]","[147, 186]",1
"By using 70Z/3-derived pre-B-cell lines either lacking or expressing human CD14 (the LPS receptor), it was observed that expression of human CD14 imparted responsiveness to LPS but not to OspA or spirochetal lipopeptides (assessed by induction of NF-kappa B and expression of surface immunoglobulin M).",8751937/X387.7.1,"[(181, 184)]","[181, 220]",1
Copyright 1999 Academic Press.,10089140,NaN,NaN,0
"DNA fragmentation was efficiently blocked by the caspase inhibitor Z-VAD-fmk and partially blocked by Ac-DEVD-fmk, suggesting that SN50-mediated apoptosis is caspase-dependent.",10395645,NaN,NaN,0
"We then analyzed the expression of the master GATA1 gene, which encodes a finger transcription factor required for normal erythroid development;",8298127,NaN,NaN,0
"We show that a constitutively active mutant of human Toll transfected into human cell lines can induce the activation of NF-kappaB and the expression of NF-kappaB-controlled genes for the inflammatory cytokines IL-1, IL-6 and IL-8, as well as the expression of the co-stimulatory molecule B7.1, which is required for the activation of naive T cells.",9237759,NaN,NaN,0
"Furthermore, neither IL-10 nor IL-4 showed any effect on I-kappa B mRNA expression as determined by Northern experiments.",8709636/X369.13.1,"[(13, 20), (27, 30)]","[13, 82]",1
Our results are consistent with the view that the DNA-binding activity LEF1/BCF1 is a homodimer of E2A proteins;,8479911,NaN,NaN,0
Early studies in murine T cell lines indicated that transcriptional transactivation functions encoded in the glucocorticoid receptor (GR) N-terminal domain are required for glucocorticoid-mediated apoptosis.,8843413,NaN,NaN,0
"Moreover, deletion of either 5' or 3' NF-kappaB sites reduced IL-1alpha promoter activity in MT-2 cells and transactivation of the IL-1alpha promoter by exogenous NF-kappaB and Tax in Jurkat cells.",8605359,NaN,NaN,0
"The truncation resulted from limited proteolysis of p65 during cellular extraction which released particular lysosomal serine proteases, such as elastase, cathepsin G, and proteinase 3.",7931077,NaN,NaN,0
"The human platelet-activating factor receptor (PAFR) gene is transcribed by two distinct promoters (promoter 1 and promoter 2) to generate two transcripts (designated as PAFR transcript 1 and PAFR transcript 2), though their open reading frames are identical.",7802642,NaN,NaN,0
Tax-independent binding of multiple cellular factors to Tax-response element DNA of HTLV-I.,2314899,NaN,NaN,0
Potential role of a downstream intronic sequence for elk-1 gene expression in monocytes.,9880555,NaN,NaN,0
We are currently engaged in defining where the two signals integrate along the AP-1/NF-kappa B pathway.,7486667,NaN,NaN,0
PG490 also inhibits PMA-stimulated activation of a chimeric transcription factor in which the C-terminal TA1 transactivation domain of NF-kappaB p65 is fused to the DNA binding domain of GAL4.,10224109,NaN,NaN,0
"In contrast, CAT gene expression directed by a multimer of the OCT-1 proximal ( OCT-1p ) -binding site was equivalent in patient and controls.",8506326,NaN,NaN,0
"The P sequence of the IL-4 gene, defined as a responsive element for PMA and calcium ionophore (A23187), shares sequence similarity with the NF kappa B and the NF-activated T cell binding sites.",8083467,NaN,NaN,0
Expression of Ah receptor (TCDD receptor) during human monocytic differentiation.,7788861,NaN,NaN,0
Antioxidant molecules have been suggested to be of therapeutic value in the treatment of HIV-infected patients.,7915123,NaN,NaN,0
We also examined the possibility that Akt/PKB is regulated by Ras signaling pathways in T lymphocytes.,9796702,NaN,NaN,0
"Thus, these experiments demonstrate that EBNA2 interacts with an EBNA2 responsive cis-element of the TP1 promoter.",8381349,NaN,NaN,0
"The former can become latently infected and are thought to be the virus reservoir in vivo, whereas the latter were shown to be permissive for lytic replication.",9852211,NaN,NaN,0
The activity of constructs containing 5' deletion mutants of the alpha 4 gene promoter was compared in transfection assays into cell lines that express alpha 4 and cell lines that do not.,8195215/X871.4.1,"[(183, 186)]","[183, 186]",1
"The v-erb A protein has sustained two amino acid alterations within its DNA-binding domain relative to that of c-erb A, one of which, at serine 61, is known to be important for v-erb A function in the neoplastic cell.",1355356,NaN,NaN,0
"In this study, we cloned two cDNAs encoding proteins which bind to an oligonucleotide in silencer I containing a BP1 binding site.",9883803,NaN,NaN,0
Human T-cell leukemia virus type I (HTLV-I) is an etiologic agent of adult T-cell leukemia (ATL).,10090947,NaN,NaN,0
"These procedures, which greatly reduced the number of retrievable alveolar macrophages, suppressed activation of lung NF-kappaB in the inflammatory model.",10101001,NaN,NaN,0
Transcription factors of T and B lymphocytes--basic research and clinical perspectives for gastroenterology.,8659190,NaN,NaN,0
Now we have examined whether naive and memory T lymphocytes differ in their sensitivity to ROI-mediated signals.,8912888,NaN,NaN,0
Anti-TR55 antibody cross-linking in chronically infected U1 promonocytic cultures could only partially substitute for TNF-alpha-induced HIV-1 expression.,8395188,NaN,NaN,0
"Accordingly, immunoblot experiments showed that amongst NF-kappa B/Rel proteins, RelA and p50 are mobilized to the nucleus following microglial cell stimulation with A beta(25-35) plus IFN gamma.",9209268,NaN,NaN,0
"In vivo genomic DMS footprinting revealed upstream of the major transcription initiation sites, the presence of at least three protein binding sites, two of which were constitutively occupied.",9191057,NaN,NaN,0
Nasal NK- and T-cell lymphomas share the same type of Epstein-Barr virus latency as nasopharyngeal carcinoma and Hodgkin 's disease.,8903467,NaN,NaN,0
"We propose that, while maximum inhibition may involve interaction with both transcription factors, AP-1 is the primary target of Dex.",8473495,NaN,NaN,0
NF-kappaB functions as both a proapoptotic and antiapoptotic regulatory factor within a single cell type.,10381655,NaN,NaN,0
"However, compared to VD, their antiproliferative effect is up to 30-fold higher on human peripheral blood mononuclear cells and even up to 300-fold higher on human breast cancer MCF-7 cells.",8913871,NaN,NaN,0
"Whereas peripheral T cells can undergo forms of positive selection (by antigen-driven clonal expansion) and negative selection (by abortive stimulation leading to anergy or death), neither is exactly the same phenomenon that occurs in the thymic cortex.",1386962/X152.12.1,"[(181, 188)]","[181, 252]",1
"When immunoglobulin (Ig) expressing B cells are fused with non-B cells, Ig expression is rapidly suppressed at the level of transcription, a phenomenon termed extinction.",9372447,NaN,NaN,0
"Additionally, preincubation of HUVEC with a synthetic peptide Arg-Gly-Asp (RGD) that prevents vWf-mediated adhesion of SS RBC reduced the surface expression of VCAM-1 and NF-kB activation.",9808586,NaN,NaN,0
"N-Acetylcysteine treatment attenuated neutrophil adhesion in both phases, which indicated a role for GSH in the adhesion responses.",10082473,NaN,NaN,0
Activation of the transcription factor NF-kappaB in lipopolysaccharide-stimulated U937 cells.,9065737,NaN,NaN,0
Regulation of jun and fos gene expression in human monocytes by the macrophage colony-stimulating factor.,1712226,NaN,NaN,0
"Nondividing macrophages from normal individuals also expressed 1,25(OH)2D3 receptor RNA.",1705836,NaN,NaN,0
"The expression of the gene encoding the granulocyte-macrophage colony-stimulating factor (GM-CSF) is induced upon activation of T cells with phytohemagglutinin and active phorbolester and upon expression of tax1, a transactivating protein of the human T-cell leukemia virus type I.",2406568,NaN,NaN,0
Lymphocyte glucocorticoid receptor binding during depression and after clinical recovery.,1652603,NaN,NaN,0
"In the present study, analysis of the interleukin-2 (IL-2) gene activation shows that naive human helper T cells (cord blood CD4+ T cells, adult CD4+CD45RO- T cells) regulate IL-2 transcription by a mechanism involving both a silencer and an activator acting on the purine-rich IL-2 promoter elements (NF-AT binding sites).",8325322,NaN,NaN,0
A hydrophobic domain of Ca2+-modulating cyclophilin ligand modulates calcium influx signaling in T lymphocytes.,8621480,NaN,NaN,0
Kappa B-specific DNA binding proteins are differentially inhibited by enhancer mutations and biological oxidation.,1768652,NaN,NaN,0
"We also observed that ketoconazole was a weak competitor of GcR in intact cells, although it significantly inhibited [3H] dexamethasone binding in cytosolic preparations from rat tissues.",1888683,NaN,NaN,0
"Correlations of TCRzeta or p56(lck) levels with response or disease variables, except for lower TCRzeta levels (P < 0.001) in the presence of bone metastases, were not found.",9796963/X1214.14.1,"[(164, 167)]","[0, 173]",1
Trans-activation of the TP1 promoter and of the BamHI C promoter has already been investigated in detail and appears to be mediated via protein-protein interactions and not by direct binding of EBNA-2 type A (of EBV type 1) to the DNA.,7964616/X829.4.1,"[(169, 172)]","[169, 234]",1
"We propose that BEAD-1 functions as a boundary that separates the TCR alpha/delta locus into distinct regulatory domains controlled by Edelta and the TCR alpha enhancer, and that it prevents Edelta from opening the chromatin of the TCR alpha joining gene segments for VDJ recombination at an early stage of T cell development.",9144218,NaN,NaN,0
"As with egr-3, expression of egr-2 was blocked by cyclosporin A.",9915863,NaN,NaN,0
"These results suggest that interferon gamma functions on a poised promoter by altering weak , nonproductive interactions at the X boxes to strong interactions.",1502171,NaN,NaN,0
